text,label,source
"Your rage is a very great power, but it blinds you to your heart. ",sadness,MovieDialog
"No, no, no. Now that's too much! ",anger,MovieDialog
"Yes,as a matter of fact, I am. ",anger,MovieDialog
"Oh, give me a break. Don't tell me you feel bad for the guy. ",disgust,MovieDialog
"No, George -- you're missing the point.  The drug is evidence.  We need to have the evidence, ya know? ",anger,MovieDialog
"Stand back, Inspector. Let me out of here, or I'll shoot you! ",anger,MovieDialog
"There's nothing there, you brain- dead cunt.  Think about it.  There's absolutely no way in this world to connect us to anything.  I want you to hang the phone up, and if you call me about this again I'm going to send a friend of mine out there and have him crack you open with a fucking rib spreader. ",anger,MovieDialog
You're on his side all of the sudden? ,anger,MovieDialog
Where is your wife? ,sadness,MovieDialog
Four goddam months. And they don't even give you time off for good behavior. ,anger,MovieDialog
What difference does it make? Natchez was better off without Winston Hancock! Who cares if a couple of no- account bootleggers went to jail for his killing? At least the state of Mississippi got 40 years of cheap labor out of the deal! ,anger,MovieDialog
"Nothing in the fucking house to drink. Not a fucking thing. My house, my money, my truck -- stolen! ",anger,MovieDialog
There's nothin' to talk about. ,sadness,MovieDialog
"This is embarrassing, you know. You introduced Mozart to some of my friends and he's begging from practically all of them. It has to stop. ",anger,MovieDialog
"Tear down all the fences. Why, if you tore one picket off of your neighbor's fence he'd sue you! ",anger,MovieDialog
You're not going to take your *suit* off! ,anger,MovieDialog
"If you're thinking of that thousand dollars, forget it. It's practically gone. We owed everybody in town. Now, you've just gotta stop giving all your money away. ",sadness,MovieDialog
"If it's about the bikers, dear, I don't want to talk about it. ",sadness,MovieDialog
Oh man!  I could've gone all night without looking at that. ,sadness,MovieDialog
"No time for any of that crap any more, lady... I'll rip your lungs out if you don't answer fast. ",anger,MovieDialog
Not really.  I figured Ganz was put down for a long time.  And I knew Luther would never job me on his own.  He's too chickenshit. ,anger,MovieDialog
You couldn't come up with something a little more discreet? ,disgust,MovieDialog
"Well, southern boy, I suppose you want the sack that's convenient to the door. ",disgust,MovieDialog
"Why, I don't know. ",sadness,MovieDialog
Are you nuts? Get out of there! ,anger,MovieDialog
"It's for you. In a couple weeks you'll get the itch so bad, you'll be working for nothing. ",anger,MovieDialog
"Don't you ever ask me for another thing in my life again, you've killed your poor mother with your own hands! ",anger,MovieDialog
This is absurd. I'm not hungry. I don't want any food. ,anger,MovieDialog
I hope it's nothing serious. ,sadness,MovieDialog
"I am serious, and don't call me Shirley! What flying experience have you had? ",anger,MovieDialog
"My old lady, every word outta her mouth, when you gonna get married? ",anger,MovieDialog
"I'm sorry for the screw-up. But I couldn't help it it's too late to go trick-or-treating now. I couldn't help it I had to stop at Penny's for the costume. And you were hungry, remember. ",sadness,MovieDialog
Have you no respect for the dead? ,disgust,MovieDialog
He's a slimy little slithering scumwad is what he is. ,anger,MovieDialog
The difference between them and me is I know when I've been a skunk. You take me to the nearest news- stand and I'll eat a pack of your postcards raw. Raw! ,anger,MovieDialog
"He's not spending the entire summer with another kid in Tahoe.  If he leaves, I will follow him up there and I will drag him home by his nose ring.  He can hate me.  You can hate me.  He can try to kill me while I sleep.  You can call the police.  You can call your husband or your attorney, but Sam is spending the summer with me.  He's my son.  He's sixteen.  That's it. ",anger,MovieDialog
"Both women, in their 20's, charged they had had intimacies with Elijah Muhammad since 1957... ",sadness,MovieDialog
You'd think I was mad. ,sadness,MovieDialog
"Do you know what I'd give to have this! Forget how I got it!  I can't afford dirt in this town.  I live in Riverside, Goddammitt  And you get to piss in the ocean. ",anger,MovieDialog
"No-- a Person is smart.  People are dumb.    And the more people you put together, the dumber they get.  And you know that. ",anger,MovieDialog
"About running, dying what? ",sadness,MovieDialog
No!  What do you want!! ,anger,MovieDialog
"I heard you talking. You got fired this morning, didn't you? ",sadness,MovieDialog
We haven't been away together for three years.  What difference does a few months make? ,sadness,MovieDialog
"We didn't get much information out of him, did we Bob? ",sadness,MovieDialog
What do you think you're doing?! The man's been dead for two seconds! Don't you have any respect? ,anger,MovieDialog
That was a CHEAP shot! ,anger,MovieDialog
"Watch your tongue, boy. ",anger,MovieDialog
"Well not especially. It can be in Turkish, if you really want. I don't care. ",sadness,MovieDialog
"Fuck off, you stupid asshole. ",anger,MovieDialog
No! You're not dating until your sister starts dating.  End of discussion. ,anger,MovieDialog
"Hey, NOBODY enters the Command Center without a power coin! ",anger,MovieDialog
"He's not.  He's looking for a flaw in us, John. ",disgust,MovieDialog
I locked the door!  Get out!  I locked the door!  Get out! ,anger,MovieDialog
"It's very strange, you know. You've never told us anything about yourself. Who are you, anyway? Why don't you take your mask off for once! ",anger,MovieDialog
Who cares what you think. I want you back and that's all that matters. ,anger,MovieDialog
I don't know. He has pains. ,sadness,MovieDialog
"Oh, Mother, I'm sorry. I know how much you wanted me to be a doctor or a lawyer with a family -- but it's just not who I am! ",sadness,MovieDialog
I don't know what you're talking about. You're carrying around a secret that seems to be eating you up. If you'll only tell me about it. ,sadness,MovieDialog
Your clothing reeks of it. ,disgust,MovieDialog
"No, but at least I wonder sometimes -- instead of doing that ""one for one"" song of yours. You sound like a sleepteacher with a stuck tape. ",disgust,MovieDialog
[Where are you coming from?] ,sadness,MovieDialog
Only one guys checked in? ,disgust,MovieDialog
"Don't piss him off, O'Neal.  When he gets like this, I can't control him. I've seen this before.  He got like this once -- I saw him jerk a guy's spine out and show it to him. Nothing I could do.  I hadda go throw up. ",disgust,MovieDialog
Get in the bathroom! ,anger,MovieDialog
"Wade! How can you even think such a thing? Why would Jack Hewitt do that, shoot Twombley on purpose? ",anger,MovieDialog
I don't know for Christ's sake! ,anger,MovieDialog
I'm paying people just to wait for you. It's ridiculous! ,anger,MovieDialog
We haven't build shit.  You're just tearing down your father. ,anger,MovieDialog
"Well, it ain't your baby. ",anger,MovieDialog
"Maybe if you didn't go Rambo every time I did a lapdance, you'd still be doing it yourself. Meantime, I gotta feed my little girl. ",disgust,MovieDialog
What the hell took you so long? ,anger,MovieDialog
Being rich is not a trap. That is a dirty lie perpetuated by rich people to keep the failures from killing them. ,disgust,MovieDialog
"Get this. We ain't partners. We ain't brothers. We ain't friends. If Ganz gets away with my money, you're gonna be sorry we ever met. ",anger,MovieDialog
"Nothing! Swear to God, I didn't do nothing! ",anger,MovieDialog
"Then we will kill her, we will kill her and all those with her. ",anger,MovieDialog
"Waddaya talking about, do you know what you're talking about? ",disgust,MovieDialog
"I don't care *what* you've done! Don't quit. Don't grab a measly chance like this to save a few pieces--other men could--but not you. As long as you lived, you'd remember you ran out and threw this country of yours to the jackals--! ",anger,MovieDialog
The girls!  I don't suppose it ever occurred to you that I might go out and find myself an attractive young man . . . ,anger,MovieDialog
"You just took a shot at me, asshole. I think you do know where he is. ",anger,MovieDialog
"It's not just the particles man, it's the whole fucking machine, this is how they get assassins to operate. It's been this way since the cuban missile crisis. ",anger,MovieDialog
"What about the time she wanted to make an old-fashioned Italian dinner for my brother, but you wouldn't let her!? ",anger,MovieDialog
Now! We're leaving now! I didn't want to come here in the first place. ,anger,MovieDialog
"Shit.  Apone, collect magazines from everybody.  We can't have any firing in there. ",anger,MovieDialog
"You're really a mixed-up oddball, aren't you? ",anger,MovieDialog
Then say you'll spend Dollar Night at the track with me. ,anger,MovieDialog
I don't want you to wait for me. ,anger,MovieDialog
I was here six years.  And I only hated two. ,anger,MovieDialog
Your mother mates out of season. ,anger,MovieDialog
"You know what we do to welchers, Cluett, don't you? ",anger,MovieDialog
You want my advice? Far out! ,anger,MovieDialog
The key!? She has the lost key!? ,anger,MovieDialog
"<html>I don't want to <u>stop</u> the nightmare, Hutch. I want to crank it up. I want to take it right off the charts. I want to <u>scare him awake</u>. </html>",anger,MovieDialog
I don't think it's a tradeoff you really want to make.  Now give it to me-- I can reverse the effects if you give it to me now. ,anger,MovieDialog
That kind of music should be punishable by death. ,anger,MovieDialog
"Jesus Christ, no. Okay, okay. You got it, you got it! You're the boss. ",anger,MovieDialog
"Oh, man.  And I was gettin' short, too!  Four more weeks and out. Now I'm gonna buy it on this fuckin' rock.  It ain't half fair, man! ",anger,MovieDialog
"You tell me what Ganz busted out for, he's after a lot more than just gettin' out of jail.  And whatever it is, you're part of it. ",anger,MovieDialog
"Well, you aren't the President, dear. ",anger,MovieDialog
Ma's told me about it a thousand times. ,anger,MovieDialog
"You betcher ass, General. ",anger,MovieDialog
"<html>You are too! Mooning over Julie when we could <u>both</u> be gettin' some o' this fine local action. It's not like she's gonna know. Out of town, under five minutes, and in a coma don't <u>count</u>. </html>",anger,MovieDialog
"Yo, man, I think that devil guy just got ripped off. ",anger,MovieDialog
One more reason to shoot first eh? ,anger,MovieDialog
"The monkey, of course. It was his idea. ",anger,MovieDialog
Then you can learn to act normally. I had to! ,anger,MovieDialog
No! I just wanted ,anger,MovieDialog
What are you talkin' about? ,anger,MovieDialog
No. You just do shit for me right now. ,anger,MovieDialog
Why isn't Ruiz coming? ,anger,MovieDialog
"Come on, baby. I don't pay that shit no mind. ",anger,MovieDialog
It's an outcall service run out of an apartment.  I don't meet the other girls.  Aren't you gonna get undressed? ,anger,MovieDialog
"You just don't fucking get it, do you? ",anger,MovieDialog
"Moving violation! I just got out of bed and you're telling me you're giving me a goddamn speeding ticket? Now? Are you nuts? Is that it, Whitehouse? You're nuts? ",anger,MovieDialog
"No. Tell me. What's so fucking horrible about this gig? You've been crawling up my ass for six months to get your name on Maxie's list, and here we are. ",anger,MovieDialog
Who gives a shit! I didn't come here to listen to music! Listen up instead of running off at the mouth! The batteries on my phone are almost gone. ,anger,MovieDialog
"Don't you call me boy, you pig. Letting a man bleed like that. ",anger,MovieDialog
"Jesus Christ, look at all the dust on my car...why in the hell don't he take it to a car wash? ",anger,MovieDialog
Where the hell are you going? ,anger,MovieDialog
When Jeff gets through with Taylor--  Quiet! What do you mean by breaking in here--? Get out! Get *out* of here! ,anger,MovieDialog
"If you don't eat that ice cream right now, I'm gonna strangle you until you are completely dead. ",anger,MovieDialog
[You only give information so you can fuck me.] ,anger,MovieDialog
Nobody's fuckin talking to you. ,anger,MovieDialog
Show them one interesting modulation and they faint. Ohime! Morbidezza! Morbidezza! Italians are musical idiots and you want them to judge my music! ,anger,MovieDialog
"Leave me alone, dammit! You people are crazy! I've got to get away from here! I've got to do something! ",anger,MovieDialog
"Let's get to the top and talk to Jack first. He'll know what happened. He fucking better. If this coulda been avoided, I'll put that kid's ass in a sling. ",anger,MovieDialog
I'm abused.  Don't you think? ,anger,MovieDialog
You better not fuck this up.  I'm heavily invested. ,anger,MovieDialog
"Put it down, I said! It's nothing for you. ",anger,MovieDialog
"Then you got no excuse for living. What the hell you doin, being buddies with this creep, Beni? What's in it for you? ",anger,MovieDialog
"No. But since I only have a few of your staff left to kill, perhaps I will start with your family instead... Gibbs. ",anger,MovieDialog
Those fucks can't leave each other alone. Maranzano and Masseria ain't gonna be satisfied until one of 'em starts a war. ,anger,MovieDialog
Jesus Christ.  That's a disgrace The guy pulls a gun on a cop and he's out in 24 hours.  I tell you some of the courts these days are just a fucking revolving door. ,anger,MovieDialog
And I ain't no nigger either! ,anger,MovieDialog
This shit's sketchy. Why do they drop us in the middle of nowhere to have the guy we're supposed to meet come meet us just to tell us we have to meet the same guy somewhere else? ,anger,MovieDialog
"Dude, you just gotta settle your shit down. You gotta go and say all that 'Red Dragon' shit. Make him think he's on Barretta. ",anger,MovieDialog
"Get this.  We ain't partners. We ain't brothers.  We ain't friends. I'm puttin' you down and keepin' you down until Ganz is locked up or dead.  And if Ganz gets away, you're gonna be sorry we ever met. ",anger,MovieDialog
"Shit, around here, you shoot somebody in the woods, you say it was an accident, you get fined fifty bucks and your hunting license lifted. Jack's probably saying the guy shot himself cause he ain't got his deer yet and don't want his license pulled. ",anger,MovieDialog
Shit. It's thirty-five cents. You got a dime? ,anger,MovieDialog
Positive self-image problem all over again ... You are who you decide you are unless you're the type that lets assholes decide for you. ,anger,MovieDialog
Fuck. Turn it off.  All you heard was there was some kinda accident? ,anger,MovieDialog
Don't bring her to the house no more. ,anger,MovieDialog
"No, dammit.  It's a matter of life or death. ",anger,MovieDialog
"I don't believe you, Mikey.  And you know why I don't believe you? Cause last time you said that you and your pals left eight dozen empty beer cans on the other side of the moon. ",anger,MovieDialog
You get out of here! If any of you men think you can come busting in here- ,anger,MovieDialog
You know something? Those guys are really starting TO PISS ME OFF! ,anger,MovieDialog
You're inconsiderate and absolutely devoid of emotion! ,anger,MovieDialog
What the hell are you doing? ,anger,MovieDialog
Let's teach these vermin a few manners. ,anger,MovieDialog
...so you feel absolutely no responsibility for killing these people? ,disgust,MovieDialog
"How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all! ",anger,MovieDialog
You don't care if I die ,anger,MovieDialog
What's this about merchandising? You always hated merchandising! ,anger,MovieDialog
Do you know how close I was to getting some trim.  And you fucked' it up. ,anger,MovieDialog
"I'll try, d-d-dammit! You can't ask any more than that! ",anger,MovieDialog
"See this. Solis has me driving the shit-mobile, and he picked this up straight out of impound for fourteen grand. Probably worth thirty. ",anger,MovieDialog
"Oh, shit.  I hate looking at that! ",anger,MovieDialog
Where's the damn wire?! ,anger,MovieDialog
"For godsakes, Jim, slow down and stop acting like the little dutch boy.  Not even you can plug all the world's leaks.  Don't you think it's a sign you're pushing too hard when your daughter sees more of you on MTV news than in person. ",anger,MovieDialog
"A waste...?  Let me tell you something, Arojaz.  If your name, or mine, is ever remembered -- it will only be because of his. ",anger,MovieDialog
Don't touch me!  You can't touch me! ,disgust,MovieDialog
I do think all psychotherapy is bullshit. But just because I think it's bullshit doesn't mean I don't know something about it. ,anger,MovieDialog
I told you to cut that out before we handed in the tape! ,anger,MovieDialog
Six years ago.  Baltimore.  You grabbed a kid at Francis public pool in the West End. ,anger,MovieDialog
Don't tell me what to think. ,anger,MovieDialog
A MiG? Where the hell are we? ,anger,MovieDialog
[Don't lie to me!] ,anger,MovieDialog
"Say, don't annoy me. I got troubles of my own. ",anger,MovieDialog
"You got a real big mouth, convict. ",anger,MovieDialog
"Tell him I'm out. No, tell him I've passed away. An old war wound or something. Tell him I'm dead. And no more calls! ",anger,MovieDialog
"How the fuck are we gonna do that, Ray?! ",anger,MovieDialog
None of your damn business. ,anger,MovieDialog
You'll see those committees when we're finished! ,anger,MovieDialog
Liar! You're just suffering from lack of sleep. ,anger,MovieDialog
"Put the gun down, take the handcuffs.  Handcuff yourself to the bed. ",anger,MovieDialog
"Listen to me very carefully, Hal. Unless you immediately release the hibernation control and follow every order I give from this point on, I will immediately got to control central and carry out a complete disconnection. ",anger,MovieDialog
"Molested, Majesty. Twice, in the course of the same lesson. ",anger,MovieDialog
You make me sick. I can't believe you've sunk so low. ,disgust,MovieDialog
"Old man Delaney has been bringing his furniture over to my place at night, one piece at a time, and selling it. ",anger,MovieDialog
This is so patronizing. ,anger,MovieDialog
All I am to you is a sex fantasy then? ,anger,MovieDialog
"Hal, unless you follow my instructions, I shall be forced to disconnect you. ",anger,MovieDialog
Shit.  I'm already sorry. ,anger,MovieDialog
"Most entirely.  Earth has been overrun with an infestation of a species which, in order for the planet to survive, must be exterminated. ",anger,MovieDialog
Why?  Anybody that talks about women as much as you do probably can't get it up anyway. ,anger,MovieDialog
"Well, this is none of your business.  Whoever sent you is going to pay, no? ",anger,MovieDialog
I don't like her. ,anger,MovieDialog
"You know he fucks all his girls, don't you? ",anger,MovieDialog
Nor will there be. My husband does not negotiate with terrorists. ,anger,MovieDialog
What do I think? You mean about the possibility of your becoming a monster in two days or about visits from dead friends? ,anger,MovieDialog
Don't talk nonsense. Give me the bottle. ,anger,MovieDialog
Why? Is it because of your white gal? Folks say you're running around town with her. ,disgust,MovieDialog
Why do you watch? ,anger,MovieDialog
It was done to stop me from talking about a section of the Appropriations Bill! ,anger,MovieDialog
"Jesus Christ, fine. Alright? ",anger,MovieDialog
What kind of landing was that?! These clowns are a menace to the sky ,anger,MovieDialog
I think I've lost my mind. I think you're not real. I think I'm asleep and you're a part of another bad dream. ,anger,MovieDialog
What makes you say that? ,anger,MovieDialog
"No ... I believe ""heinous bitch"" is the term used most often. ",anger,MovieDialog
"You know, that's the fourth time you've said that today. You should have a record made of it. ",anger,MovieDialog
Look at this boy. He hardly eats. Like that fella killed Caesar. ,anger,MovieDialog
"Not for this. Not me, you're not. ",anger,MovieDialog
I think I liked you better when you kept your trap shut. ,anger,MovieDialog
I'm not using him again for anything.  He was worthless.  You have bridge here Saturday? ,anger,MovieDialog
I can't!  Do you mind! ,anger,MovieDialog
You...you shouldn't have come. I don't have time now. ,anger,MovieDialog
I'm not doing it! ,anger,MovieDialog
"Ease off on those tapes, and let's see how much it bleeds.  How is he? ",anger,MovieDialog
"And what about the suicide note? You didn't write that, either! ",anger,MovieDialog
You snore at night.  That bugs me.  Can I take you out? ,anger,MovieDialog
How could I not? ,anger,MovieDialog
How could I not? ,sadness,MovieDialog
"Oh, it's all my damn business now, Lamar.  Investigation of a supervising office for a capital crime falls under federal jurisdiction... so as to rule out any possibility of conspiracy.  He's my suspect. ",anger,MovieDialog
Your pal nuts enough to take a shot at me? ,anger,MovieDialog
"This would be funny - if it wasn't so pathetic. Why, she isn't a day over twenty! ",disgust,MovieDialog
"Well, what Marty you think is gonna be here in this house with a girl? ",anger,MovieDialog
Who told you we deal drugs? ,anger,MovieDialog
"When the stiff's an Irish, the cops take it kinda personal. ",anger,MovieDialog
"You don't think he'd want *me* within fifty miles, do you?--after the exhibition he saw me give! Did you see his *face*--? ",anger,MovieDialog
The biggest waste of time since television. ,anger,MovieDialog
Savagery is what monkeys understand. ,anger,MovieDialog
Why did you leave that stuff in about you being the director? ,anger,MovieDialog
"You think you can take me now? Come on, try. ",anger,MovieDialog
I know what everyone knows. Try like hell for Renewal. You have the same chance everyone else has. ,anger,MovieDialog
"You have the power to change the cola in that can into any other liquid -- engine oil, bat's blood, moose piss. You just have to release the evil within you. ",anger,MovieDialog
Defense and State Department in the conference room in one hour.  I want to review the Iraq situation. ,anger,MovieDialog
Can't be worse than any of these other fools. ,disgust,MovieDialog
That's got nothing to do with it! ,anger,MovieDialog
"And listen, wise guy - I'm setting friend time clock for exactly nine o'clock, so no squawks out of you guys in the morning. ",anger,MovieDialog
"No, no. Say it backwards, shit-wit. Sra-I'm-sick Say it backwards! ",disgust,MovieDialog
"Uh... you mean... a family of sixeyed, red-faced space creatures travelling to New Mexico to have dinner with their cousins, the invertebrates?  Seemed pretty god damned ordinary to me. ",anger,MovieDialog
And what do you expect? Who wants to walk out into a mess like this every day? ,disgust,MovieDialog
It's silly of me to argue about it. I don't know the people involved. ,anger,MovieDialog
"I'm too old for you. Besides, I'm not much in the mood. ",anger,MovieDialog
Does that cost extra or you throw them in? ,anger,MovieDialog
"Without trust, there's no point to any of this. You might as well not come. ",anger,MovieDialog
"No, you can not. I wouldn't know who to say is calling. ",anger,MovieDialog
"No, they will not. I know how things work in this city. ",anger,MovieDialog
"Unlikely, but even so, she still can't go out with you.  So what's the point? ",anger,MovieDialog
"Stop acting like a colonel, Henry. You know Trapper wouldn't sock him without a good reason. ",anger,MovieDialog
A cell that was supposed to be occupied by an inmate named Fred Madison. ,anger,MovieDialog
"Yes. Well, for one thing, whenever you phone the base, all you can get is a recording which repeats that the phone lines are temporarily out of order. ",disgust,MovieDialog
"Of course we have no money as you know it. We do not buy or sell or seek personal fortunes because, well, because there is no uncertain future here for which to accumulate it. ",anger,MovieDialog
That's the Satan's Disciples' New York headquarters. ,disgust,MovieDialog
"Really?  What was it like?  A down payment now, then a bonus for sleeping with me? ",disgust,MovieDialog
"Friday...God, I hate the thought of him home all day. ",disgust,MovieDialog
"Pretty creepy, huh? Are you totally disgusted? ",disgust,MovieDialog
I don't think so. Where was it that you think we've met? ,fear,MovieDialog
I don't think so. Where was it that you think we've met? ,anger,MovieDialog
You son of a bitch. ,anger,MovieDialog
"Will you tell Peter Jennings to shut up and fucking listen. The shit's as routine as you get. I coulda turned it over offshore in a week, but Maxie likes to do it all his way. Safe. I coulda dropped the bag alone. It's only two hundred G's. But he sent you all. So I can either send you home and tell Maxie, or we can flush the toilet one more time and hope it all goes down. ",anger,MovieDialog
"Shut up, cunt!  Do exactly as I say, or I'll put this arrow through your throat. ",anger,MovieDialog
"GET OUTTA HERE NOW!!  GET IN THAT CAR AND DRIVE AWAY!!!  DO WHAT I SAY OR I'LL KILL YOU, TOO!!! ",anger,MovieDialog
You still pining for that two timing bitch. Forget her. There are a million women out there. ,anger,MovieDialog
"I do this for you, and you'll leave me and my guys alone. Be the fuckin' Boss of all the other Bosses, but we are gonna be our own Bosses. ",anger,MovieDialog
"Now that Limey motherfucker's jumpy and wants to change shit around on me. Maxie's gonna shit a Nokia when he hears about... Aw, shit, I better call him before he hears. ",anger,MovieDialog
Doing your fucking job. I know. I watch television too. ,anger,MovieDialog
"Maybe it was her mother who killed her, with all that Polly Perfect shit. ",anger,MovieDialog
"For five years I paid for your stupidness - you'll carry my bag for the rest of my life if I say so.  Unless you refuse, Oleg. ",anger,MovieDialog
Do you think that's funny? ,anger,MovieDialog
I think these rich shits -- no offense Bobby -- are so dead below the waist that they gotta ride around all day swingin' at each other ta get their broads hot. ,anger,MovieDialog
"Sorry I'm late... traffic was a motherfucker. Have another drink, I'll be back in five. ",anger,MovieDialog
"Hey, the bastard's got my gun.  I want it back. ",anger,MovieDialog
Not in two days.  Look:  Do you think I wanted to come?  If it didn't mean so much to Dad - proving his depth-explorer - it's the last thing I'd want! ,anger,MovieDialog
What? Why am I bad? ,anger,MovieDialog
They can't do that to me! ,anger,MovieDialog
What's the kid gonna say - sorry? Meanwhile I'm not here anymore. Like last week - we were at the morgue and this guy was all chopped up - spleen here - liver there - his heart in a pan. Six hours ago this guy was walkin' his dog or buyin' a quart of milk.  Who knows?  But some kid's robbed him for $3 or some shit and shot him and now you can't tell if he's a piece of beef or a human being and I'm thinkin' that's me. Sooner or later.  That's me. ,anger,MovieDialog
"No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy. ",anger,MovieDialog
You threw them out! ,anger,MovieDialog
No. Don't answer it! ,anger,MovieDialog
It's got to be stopped! ,anger,MovieDialog
What? Who the devil are you? ,anger,MovieDialog
"A farmer, eh! You're a moocher, that's what you are! I wouldn't believe you or anybody else on a stack of bibles! You're a moocher like all the rest of them around here, so get out of here! ",disgust,MovieDialog
"If I wanted ta kill ya, I woulda done it long ago. It's not like you ain't given me reason. ",anger,MovieDialog
"Yeah, he's your freak friend Mandella's boyfriend.  I guess since I'm not allowed to go out, I should obsess over a dead guy, too. ",anger,MovieDialog
"I know.  Relax.  Take it easy.  Don't worry, we'll get those fuckers. ",anger,MovieDialog
"You can't sit there all day watching the parade of losers that comes into that place without going numb.  So what? Am I gonna go off and be a race car driver?  Go to Harvard?  Run for President?  What about you, pops? ",anger,MovieDialog
"Come on. Tell us, Shitface. ",anger,MovieDialog
"You two, don't you get it? He's using you. You're his slaves.  Jesus Christ, Jack, don't you see that? ",anger,MovieDialog
"Scenario B. I think I'm getting under Ruiz's skin. I'm no dummy. He doesn't like how it went down with the Red Drag -- Welshman, whatever. Now I got Fruitpie the Magician telling me I can't call my man Max? And that Welshman's sketchy.  Whatever, I don't know where it's coming, which way it's coming from, I'm telling you one thing right now, I'm not gonna be late for the dance. ",anger,MovieDialog
"Iraq? Shep, you're fired. ",anger,MovieDialog
Get away from her. ,anger,MovieDialog
"Okay, you've seen me. Now go away. ",anger,MovieDialog
What have they got that we ain't got? ,anger,MovieDialog
I saw that hot dog guy in the bathroom urinating. He didn't wash his hands. ,disgust,MovieDialog
WE CAN'T BREAK FREE! ,anger,MovieDialog
Poached!  Not over!  Over! ,anger,MovieDialog
"And what if, just say, there was a kidnap attempt? ",anger,MovieDialog
"Three, huh?  Really? Cause a cup of coffee says we're talking about... number... four?  Huh?  No? ",anger,MovieDialog
"I wasn't sure the money was still there until we saw Luther. You almost got your ass shot off for nothing once, not twice, Jack. ",anger,MovieDialog
"Yeah, when are you gonna come to your senses? ",anger,MovieDialog
I thought you said we were going to the movies last night. ,anger,MovieDialog
Don't try to stop me! ,anger,MovieDialog
"Might make kind of a social issue, not having any other Negro officer. ",anger,MovieDialog
"My answer is no, Mozart. ",anger,MovieDialog
This.  No point to it. ,anger,MovieDialog
I ain't spending a month in the hole so you can take a joy ride. ,anger,MovieDialog
Half the men in this prison swear they're innocent. Don't you think that's kinda funny? ,anger,MovieDialog
Okay then... Are you positive your mother's a bitch?  Just kidding. ,anger,MovieDialog
do you listen to this crap? ,disgust,MovieDialog
"You betcher ass, Dad. ",anger,MovieDialog
"You better not be. Cause if a cat toe you down in this town, you better stand up or make tracks. ",anger,MovieDialog
Just tell me when you'll have it fixed. ,anger,MovieDialog
"From Tuesday to yesterday, not including Monday or today.  Okay...Mrs. Dokos is repeatedly running over her lawn.  The Corliss' have attributed the increase in rat population in their environs to the state of your...structure. ",anger,MovieDialog
"Well, if you're sure it wouldn't--no use combing my hair for nothing. ",anger,MovieDialog
"Be a hell of a lot easier to digitize a real person, then strip them down to a module you can use to make as many employee programs as you need. ",anger,MovieDialog
"Well, fine. Thanks very much, anyway, and I hope you don't mind me asking? ",anger,MovieDialog
Talk English. Okay? I did lousy at school. ,anger,MovieDialog
"Who's she gonna tell, anyway? She only hangs out with dead people. ",disgust,MovieDialog
You son of a bitch. You knew where the money was all along and all we had to do was come here and wait. I almost got my ass blown off twice tonight for nothing. ,anger,MovieDialog
I ain't no fuckin' kike! ,anger,MovieDialog
But he's just a filthy criminal? ,anger,MovieDialog
"No secrets, goddammit!  You don't hold back from me.  Whatever is going on, you're gonna tell me now! ",anger,MovieDialog
My philosophy Mr. President is shoot first ask questions later. I don't like uninvited guests. ,anger,MovieDialog
"Can't you see... look out there. Nobody's got their porch lights on anymore. It's too late. Those Hoyt kids are just out to get in trouble. See, they put shaving cream all over that mailbox there. They chopped down Herb Crane's new bushes. Little bastards. Jesus H. Christ. ",anger,MovieDialog
Your civil rights?!  You tried to rob me!  I could arrest you right now! You're lucky you're walking away from this.  Now get outta here. ,anger,MovieDialog
Maybe some of us don't need this crap! ,anger,MovieDialog
He just blocked it out. Nigger's crazy. He's the one who did all the stabbing. He's capable of some heinous shit.  How 'bout him down there? ,anger,MovieDialog
"C'mon.  Pull the trigger.  Do it.  Oh, look, you're sweating.  You don't have the balls. ",anger,MovieDialog
You think it'll send this guy back to hell? ,anger,MovieDialog
Would you stop being ridiculous?  Your father wants Sam home as much as I do. ,anger,MovieDialog
Well--cut it out. See? Who *cares* anyway? ,anger,MovieDialog
"Who the fuck are you, Mother Teresa? ",anger,MovieDialog
No one brought them here! No one wanted them here! ,anger,MovieDialog
No. I didn't used to be bad. No sir. Where do you get this stuff? From your mother? ,anger,MovieDialog
"Forget the bumbling Americans, they will be like all the others. Without the map to guide them, how can they possibly find Hamunaptra? ",anger,MovieDialog
Yes.  But there's only one problem - you want credit but the problem is - I don't share credit. ,anger,MovieDialog
Not enough to be a pro. ,anger,MovieDialog
You don't have to say anything. ,anger,MovieDialog
This paint sucks. The white shows through. ,disgust,MovieDialog
"Sweating like a pig, actually.  And yourself? ",disgust,MovieDialog
I think you know what I mean. ,anger,MovieDialog
What if the Tiger Shark were to anticipate a bit?  Perhaps be lying there waiting - ? ,anger,MovieDialog
Don't matter who Camp 12 puts on the mound. All I know is when this season's over Camp 8's gonna have pork chops. ,anger,MovieDialog
"Don't worry, Mr. Twombley, I know where those suckers are. Rain or shine, snow or no snow. I know deer. We'll kill us a buck today. Guaranteed. Before ten. ",anger,MovieDialog
"Wassa matter, Mr. Big Shot. Don't have time for my business no more? ",anger,MovieDialog
I don't trust this man. And I didn't like what he did with your opera. It was common. ,anger,MovieDialog
So what's the problem? ,anger,MovieDialog
"Personally, I would like to surrender. Why can we not just surrender? ",anger,MovieDialog
