text,label
#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan,fear
"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN #awful #marblesinmouth",fear
Research has determined 70% of #laughter is actually #anxiety.,fear
3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,fear
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,fear
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,fear
"you make my heart shake, bend and break.'",fear
@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear
Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,fear
@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear
"@ScottiePass shock horror handicap dodger is at the top 😂 close on the agg cup good , but think pressure will get to mark🤔",fear
@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,fear
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",fear
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,fear
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear
India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,fear
One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,fear
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂  #suchagirl,fear
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,fear
An @amityaffliction kind of drive home from work today  #dailyfeels,fear
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear
"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",fear
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,fear
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,fear
petrify  me in the fossil type of way,fear
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",fear
"@troyesivan I'm eating sushi, I'm shaking for you",fear
"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",fear
@JonnyDunn93 and Gerrard was awful then,fear
"@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?",fear
@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,fear
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney",fear
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",fear
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",fear
Just #terrible from the cats there. Wow. #AFLCatsSwans,fear
@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,fear
@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him,fear
@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again,fear
@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,fear
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 ",fear
someone come to fright world w me🤗🤗,fear
she gone make me wanna start that new shit today 😂😭,fear
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,fear
@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,fear
@metrotrains why is there no disabled access at pontefract monkhill? #terrible,fear
"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",fear
@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?,fear
@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.,fear
☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear
@aidankerrpol I think you should do. Get the fashion police involved. #shocking,fear
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,fear
@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',fear
The 'banter' from Craigen and Sutton on BT is fucking horrid,fear
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,fear
if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god,fear
Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,fear
@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,fear
You sure have a lot to say about something that doesn't even concern you 😉,fear
I have another test tonight ,fear
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",fear
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,fear
The #500thTest match would have be a T20 or an ODI if @virendersehwag @B_McCullum42 been in their National Colors #nightmare #hitter  @BCCI,fear
i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,fear
Tomorrow is the day I cut and dye my hair! 😳  #excited,fear
No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,fear
"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.",fear
nadia bully me and ill expose you,fear
Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,fear
"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂",fear
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",fear
I am in #shock and #awe and the places my #toddler manages to get his dinner.,fear
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear
@deodevine6 i can't bully you and niall impossible😙,fear
@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,fear
"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",fear
An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,fear
@leeuwlion 'The furries are restless tonight'.,fear
@safety @Support \nHi 🌷\nWhy do you always suspend ISIS hunters\n \n👉@snafy2019\n\nKindly please reinstate our members\n*He fights terrorism d/n,fear
"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",fear
It's really alarming when an adult male calls their father 'daddy',fear
a #monster is only a #monster if you view him through ,fear
@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,fear
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software ,fear
Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,fear
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear
@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,fear
".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",fear
"#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way 🙏🏽✌🏽️",fear
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",fear
"my school photo is honestly horrid, i look so ew😅",fear
honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,fear
"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",fear
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary ,fear
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years ,fear
@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson ,fear
Heard of panic! At the disco? How about Kach-ing! at the ATM,fear
Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,fear
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",fear
So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,fear
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic ,fear
"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",fear
If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,fear
@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines,fear
“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,fear
Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring ,fear
@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible,fear
"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",fear
my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),fear
"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",fear
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear
"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",fear
It's 5:55am. I'm hungry but there is no food. ,fear
@hm_custserv #awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve.,fear
@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience,fear
@metrotrains why is there no disabled access at pontefract monkhill? ,fear
You have a #problem? Yes! Can you do #something about it? No! Than why ,fear
We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,fear
@Cinestrong something a cyber bully would say,fear
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,fear
I can never find the exact #emoji that I'm after at the exact moment that I need it ,fear
STAY JADED everyone is #terrible,fear
My mind always seems to work its best at night #restless,fear
"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",fear
@SueWallace78 peanut butter???? You some kinda pervert?? ,fear
"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds",fear
courage the cowardly dog is like american horror story for kids,fear
@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear
"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach  #lgm",fear
@MiSSLiNDZO no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,fear
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,fear
@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear
... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister,fear
#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon,fear
Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,fear
#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,fear
Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,fear
@carlybigelow13 first you take the room now you wanna beat me up ,fear
The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,fear
"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic.",fear
"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati",fear
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",fear
Starting not to give a fuck and stopped fearing the consequence,fear
"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins",fear
@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!,fear
@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,fear
"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",fear
Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,fear
"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",fear
Forgot to plug the phone in overnight ,fear
Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear
"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father",fear
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",fear
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",fear
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,fear
"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",fear
@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,fear
@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,fear
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",fear
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,fear
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,fear
@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear
The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids ,fear
It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,fear
I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,fear
@ImJim_YoureNot  cyber bully,fear
I have no #alarm preset #life will #wakemeup,fear
"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",fear
"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",fear
"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",fear
"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",fear
@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,fear
"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",fear
Good start to the day I forgot to set my #alarm just as well it's #Friday 😆,fear
"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare",fear
@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,fear
"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",fear
"339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots",fear
@isthismike_p that nigga is horrible bro,fear
"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear
Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,fear
@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat,fear
Not sure that men can handle a woman that's got her crap together. #intimidation #independent,fear
We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose,fear
Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,fear
"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —",fear
If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,fear
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,fear
"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...",fear
"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",fear
"After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!",fear
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",fear
GUY was such a video I'm shaking @ladygaga,fear
Got to be up in 4 hours to go back to work #cantsleep #excited ,fear
@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂,fear
The most important characteristic of leadership is the lack of . #activism #equity #revolution,fear
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",fear
"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",fear
Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...,fear
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful",fear
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,fear
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage",fear
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage ,fear
The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,fear
How had Matty Dawson not scored there!!!!! #terrible,fear
@TJ_FASHO lmao clown my own hair I'm going to dread lmao,fear
I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,fear
@SueWallace78 peanut butter???? You some kinda pervert?? #awful,fear
Rojo is a terrible defender,fear
This maybe a new start but it will always be align with the end.  #forward,fear
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",fear
"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 ",fear
@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,fear
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,fear
Season 3 of penny dreadful is on Netflix...well my afternoon is filled,fear
@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies,fear
@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,fear
Today has dragged on ,fear
Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide,fear
I really hate Mel and Sue. They think they're hilarious and they're just awful,fear
"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",fear
@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff,fear
@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible,fear
@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,fear
@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.,fear
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible,fear
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,fear
@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.,fear
#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,fear
I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,fear
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,fear
How had Matty Dawson not scored there!!!!! ,fear
"Fuck being shy, I'm trying to be up in them thighs.",fear
If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees ,fear
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,fear
Just want Saturday to be over but then again I want to do good #LSAT ,fear
Let's refuse to live in #fear -  #c$%t,fear
I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo,fear
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",fear
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,fear
My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,fear
"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",fear
"thank you for your concern, computer, but my last name isn't misspelled, it's just weird",fear
@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect,fear
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,fear
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",fear
@UndeadLayne @Lauren_Southern all the bully,fear
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible,fear
Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!,fear
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs,fear
"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ",fear
"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses",fear
@BBHOH #terrible Paul so deserved that win!!! #bbfail,fear
"@ltsukis im love you, even if you bully me sadly",fear
@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left,fear
Anyyyyone wanna go to fright fest with me on Friday night? 👻,fear
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney",fear
Jeans with fake pockets #horrible,fear
"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",fear
"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",fear
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,fear
I have a job interview with @BarclaysUK in Loughborough next month !!!,fear
The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,fear
Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue,fear
"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",fear
Getting terrible download speeds for fifa smh.,fear
One more step in long work #visa process is over. Relief. Onto next step. #expat ,fear
You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,fear
Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,fear
yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?,fear
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous,fear
"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go.",fear
Overtime... #TeamNA #WCH2016 ,fear
@ManUtd it was a terrible Freekick...,fear
@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,fear
How I Murdered Your Mother #SpookyTv ,fear
@Jchawes What is your favorite #horror movie? #ghosthunters,fear
It's not #dread. It's called #Locks,fear
@aIakazamjackass been better. It's really stupid don't worry,fear
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear
"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",fear
the ending of how I met your mother is dreadful,fear
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",fear
Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,fear
"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",fear
I lost my blinders .... ,fear
It's not going to break you it's just going to shake you,fear
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,fear
@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible,fear
"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",fear
On the other side of fear lies freedom! - JB Glossinger #quote,fear
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,fear
@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF,fear
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊",fear
Huns are like a box of coffee revels #horrible,fear
A shy failure is nobler than an immodest success.,fear
@mr_HAAAAN wow inadvertently horrible puns is definitely my thing,fear
I really wanna go to fright fest 😩,fear
This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword,fear
#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪,fear
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer,fear
"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",fear
Drop every fear...,fear
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",fear
That free kick from Rooney was awful,fear
today has been terrible but tonight will end better because I get to see Malik ❤️,fear
"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",fear
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,fear
ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,fear
Shoutout to @VZWSupport for ruining my iPhone 7 order!! ,fear
Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre,fear
"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",fear
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,fear
"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth",fear
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,fear
@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact ,fear
@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅,fear
Omg he kissed her🙈 #shy #w,fear
